Turbine.rpm;Nozzle.A;Turbine.M_2
30000;0.2362;1.17857
30000;0.2391;1.17955
30000;0.242;1.18049
30000;0.2449;1.18139
30000;0.2478;1.18227
30000;0.2507;1.18312
30000;0.2536;1.18394
30000;0.2565;1.18473
30000;0.2594;1.1855
30000;0.2623;1.18624
30000;0.2652;1.18696
30000;0.2681;1.18766
30000;0.271;1.18833
30000;0.2739;1.18898
30000;0.2768;1.18962
30000;0.2797;1.19023
30000;0.2826;1.19083
30000;0.2855;1.19141
30000;0.2884;1.19197
30000;0.2913;1.19252
30000;0.2942;1.19305
30000;0.2971;1.19356
30000;0.3;1.19406
